ReadableTime,RelativeTime(s),Engine_ECU_cylinder_temp,Engine_ECU_exhaust_temp,Engine_ECU_fuel_pressure,Engine_ECU_intake_pressure,Engine_ECU_intake_temp,Engine_ECU_rotor_temp,Engine_ECU_speed,Engine_ECU_supply_voltage,Engine_ECU_throttle_position
00:37:46.505,5.321,-16.290000,4812.000000,395.000000,118.000000,-158.000000,-109.000000,9861.000000,25.500000,98.599998
00:37:46.609,5.425,-13.410000,4470.750000,382.000000,114.000000,-163.000000,-115.000000,9531.000000,25.500000,95.300003
00:37:46.719,5.535,-13.410000,4470.750000,382.000000,114.000000,-163.000000,-115.000000,9531.000000,25.500000,95.300003
00:37:46.828,5.644,-10.960000,4272.000000,372.000000,112.000000,-166.000000,-119.000000,9298.000000,25.500000,93.000000
00:37:46.939,5.755,-10.960000,4272.000000,372.000000,112.000000,-166.000000,-119.000000,9298.000000,25.500000,93.000000
00:37:47.046,5.862,-1.440000,3702.750000,348.000000,104.000000,82.000000,-131.000000,8705.000000,25.500000,87.000000
00:37:47.157,5.973,15.390000,3062.000000,319.000000,96.000000,71.000000,-145.000000,7964.000000,24.000000,79.599998
00:37:47.266,6.082,15.390000,3062.000000,319.000000,96.000000,71.000000,-145.000000,7964.000000,24.000000,79.599998
00:37:47.376,6.192,42.590000,2432.000000,284.000000,85.000000,59.000000,-161.000000,7104.000000,21.000000,71.000000
00:37:47.486,6.302,42.590000,2432.000000,284.000000,85.000000,59.000000,-161.000000,7104.000000,21.000000,71.000000
00:37:47.593,6.409,79.760000,1788.000000,247.000000,74.000000,46.000000,77.000000,6161.000000,18.000000,61.599998
00:37:47.703,6.519,79.760000,1788.000000,247.000000,74.000000,46.000000,77.000000,6161.000000,18.000000,61.599998
00:37:47.813,6.629,130.590000,1242.000000,207.000000,62.000000,32.000000,58.000000,5172.000000,16.000000,51.700001
00:37:47.922,6.738,130.590000,1242.000000,207.000000,62.000000,32.000000,58.000000,5172.000000,16.000000,51.700001
00:37:48.034,6.850,104.960000,765.750000,167.000000,50.000000,18.000000,39.000000,4176.000000,13.000000,41.799999
00:37:48.143,6.959,104.960000,765.750000,167.000000,50.000000,18.000000,39.000000,4176.000000,13.000000,41.799999
00:37:48.250,7.066,81.750000,582.000000,148.000000,44.000000,12.000000,30.000000,3688.000000,11.000000,36.900002
00:37:48.360,7.176,81.750000,582.000000,148.000000,44.000000,12.000000,30.000000,3688.000000,11.000000,36.900002
00:37:48.468,7.284,42.590000,288.000000,110.000000,33.000000,-1.000000,12.000000,2755.000000,8.000000,27.600000
00:37:48.578,7.394,16.560000,114.000000,77.000000,23.000000,-13.000000,-4.000000,1912.000000,6.000000,19.100000
00:37:48.690,7.506,16.560000,114.000000,77.000000,23.000000,-13.000000,-4.000000,1912.000000,6.000000,19.100000
00:37:48.798,7.614,-0.610000,17.750000,48.000000,14.000000,-23.000000,-17.000000,1193.000000,4.000000,11.900000
00:37:48.910,7.726,-0.610000,17.750000,48.000000,14.000000,-23.000000,-17.000000,1193.000000,4.000000,11.900000
00:37:49.017,7.833,-9.840000,-14.250000,25.000000,7.000000,-31.000000,-28.000000,625.000000,2.000000,6.200000
00:37:49.124,7.940,-9.840000,-14.250000,25.000000,7.000000,-31.000000,-28.000000,625.000000,2.000000,6.200000
00:37:49.234,8.050,-14.250000,-18.000000,9.000000,3.000000,-37.000000,-36.000000,231.000000,1.000000,2.300000
00:37:49.343,8.159,-14.250000,-18.000000,9.000000,3.000000,-37.000000,-36.000000,231.000000,1.000000,2.300000
00:37:49.452,8.268,-15.690000,-18.000000,1.000000,0.000000,-40.000000,-39.000000,28.000000,0.000000,0.300000
00:37:49.563,8.379,-15.690000,-18.000000,1.000000,0.000000,-40.000000,-39.000000,28.000000,0.000000,0.300000
00:37:49.672,8.488,-16.000000,-18.000000,0.000000,0.000000,-40.000000,-40.000000,0.000000,0.000000,0.000000
00:37:49.782,8.598,-16.000000,-18.000000,0.000000,0.000000,-40.000000,-40.000000,0.000000,0.000000,0.000000
00:37:49.891,8.707,-15.360000,-18.000000,4.000000,1.000000,-39.000000,-38.000000,95.000000,0.000000,0.900000
00:37:49.999,8.815,-12.490000,-18.000000,16.000000,1.000000,-39.000000,-38.000000,385.000000,0.000000,3.800000
00:37:50.109,8.925,-12.490000,-18.000000,16.000000,5.000000,-35.000000,-33.000000,385.000000,1.000000,3.800000
00:37:50.219,9.035,-6.000000,-2.250000,35.000000,10.000000,-28.000000,-24.000000,859.000000,3.000000,8.600000
00:37:50.330,9.146,-6.000000,-2.250000,35.000000,10.000000,-28.000000,-24.000000,859.000000,3.000000,8.600000
00:37:50.442,9.258,5.760000,54.000000,60.000000,18.000000,-19.000000,-12.000000,1498.000000,4.000000,15.000000
00:37:50.548,9.364,5.760000,54.000000,60.000000,18.000000,-19.000000,-12.000000,1498.000000,4.000000,15.000000
00:37:50.657,9.473,26.640000,177.750000,91.000000,27.000000,-8.000000,3.000000,2277.000000,7.000000,22.799999
00:37:50.766,9.582,26.640000,177.750000,91.000000,27.000000,-8.000000,3.000000,2277.000000,7.000000,22.799999
00:37:50.876,9.692,59.190000,402.000000,127.000000,38.000000,4.000000,20.000000,3164.000000,9.000000,31.600000
00:37:50.985,9.801,59.190000,402.000000,127.000000,38.000000,4.000000,20.000000,3164.000000,9.000000,31.600000
00:37:51.093,9.909,79.760000,557.750000,146.000000,44.000000,11.000000,29.000000,3637.000000,11.000000,36.400002
00:37:51.203,10.019,79.760000,557.750000,146.000000,44.000000,11.000000,29.000000,3637.000000,11.000000,36.400002
00:37:51.313,10.129,128.160000,942.750000,185.000000,55.000000,25.000000,48.000000,4620.000000,14.000000,46.200001
00:37:51.421,10.237,107.190000,1464.000000,225.000000,67.000000,39.000000,67.000000,5618.000000,17.000000,56.200001
00:37:51.534,10.350,107.190000,1464.000000,225.000000,67.000000,39.000000,67.000000,5618.000000,17.000000,56.200001
00:37:51.640,10.456,60.960000,2052.000000,264.000000,79.000000,52.000000,85.000000,6592.000000,20.000000,65.900002
00:37:51.753,10.569,60.960000,2052.000000,264.000000,79.000000,52.000000,85.000000,6592.000000,20.000000,65.900002
00:37:51.861,10.677,27.990000,2738.000000,300.000000,90.000000,65.000000,-153.000000,7502.000000,23.000000,75.000000
00:37:51.969,10.785,27.990000,2738.000000,300.000000,90.000000,65.000000,-153.000000,7502.000000,23.000000,75.000000
00:37:52.080,10.896,6.750000,3345.750000,333.000000,100.000000,76.000000,-138.000000,8312.000000,25.000000,83.099998
00:37:52.187,11.003,6.750000,3345.750000,333.000000,100.000000,76.000000,-138.000000,8312.000000,25.000000,83.099998
00:37:52.297,11.113,-6.690000,3950.750000,360.000000,108.000000,86.000000,-125.000000,8990.000000,25.500000,89.900002
00:37:52.408,11.224,-6.690000,3950.750000,360.000000,108.000000,86.000000,-125.000000,8990.000000,25.500000,89.900002
00:37:52.515,11.331,-10.410000,4206.750000,371.000000,111.000000,-166.000000,-120.000000,9271.000000,25.500000,92.699997
00:37:52.627,11.443,-10.410000,4206.750000,371.000000,111.000000,-166.000000,-120.000000,9271.000000,25.500000,92.699997
00:37:52.734,11.550,-15.010000,4674.000000,388.000000,116.000000,-160.000000,-112.000000,9702.000000,25.500000,97.000000
00:37:52.842,11.658,-16.810000,4881.750000,398.000000,119.000000,-157.000000,-107.000000,9946.000000,25.500000,99.500000
00:37:52.952,11.768,-16.810000,4881.750000,398.000000,119.000000,-157.000000,-107.000000,9946.000000,25.500000,99.500000
00:37:53.063,11.879,-17.040000,4952.000000,400.000000,120.000000,-156.000000,-106.000000,9993.000000,25.500000,99.900002
00:37:53.174,11.990,-17.040000,4952.000000,400.000000,120.000000,-156.000000,-106.000000,9993.000000,25.500000,99.900002
00:37:53.286,12.102,-16.000000,4812.000000,394.000000,118.000000,-158.000000,-109.000000,9841.000000,25.500000,98.400002
00:37:53.391,12.207,-16.000000,4812.000000,394.000000,118.000000,-158.000000,-109.000000,9841.000000,25.500000,98.400002
00:37:53.501,12.317,-12.960000,4470.750000,380.000000,114.000000,-163.000000,-116.000000,9495.000000,25.500000,95.000000
00:37:53.611,12.427,-12.960000,4470.750000,380.000000,114.000000,-163.000000,-116.000000,9495.000000,25.500000,95.000000
00:37:53.719,12.535,-6.000000,3950.750000,359.000000,108.000000,86.000000,-126.000000,8971.000000,25.500000,89.699997
00:37:53.827,12.643,-6.000000,3950.750000,359.000000,108.000000,86.000000,-126.000000,8971.000000,25.500000,89.699997
00:37:53.937,12.753,-0.610000,3642.000000,346.000000,104.000000,81.000000,-132.000000,8648.000000,25.500000,86.500000
00:37:54.048,12.864,-0.610000,3642.000000,346.000000,104.000000,81.000000,-132.000000,8648.000000,25.500000,86.500000
00:37:54.159,12.975,16.560000,3006.750000,316.000000,95.000000,71.000000,-146.000000,7895.000000,24.000000,79.000000
00:37:54.266,13.082,44.160000,2382.750000,281.000000,84.000000,58.000000,-162.000000,7028.000000,21.000000,70.300003
00:37:54.374,13.190,44.160000,2382.750000,281.000000,84.000000,58.000000,-162.000000,7028.000000,21.000000,70.300003
